Price,Beds,Bath,Sqft,Address,City,State,Zip,Description
"$485,000 ",4bd,4ba,"2,771 sqft (on 0.50 acres)",1766 Shaylee Ln,Choctaw,OK,73020,"Beautiful home under construction in Choctaw's gated Rustic Oaks addition! This 2,771 sf home offers 4 bedrooms, 3.5 bathrooms, formal dining area, large bonus room with walk-in closet, and three car garage on a 1/2 acre lot. High-end, ridge core flooring runs throughout the entry, living area, dining area, kitchen, and hallways. The living room features a stunning fireplace, cathedral ceilings and large picture windows. You'll love the kitchen with its professional grade stainless steel appliances, center island, walk-in pantry and cabinet storage. The master suite is perfectly secluded and has a large tile shower, free standing soaking tub, double vanities, walk-in closet and connection to the laundry room. Two secondary bedrooms with walk-in closets share a jack-n-jill bathroom. The third secondary bedroom includes a cathedral ceiling, walk-in closet, and private bathroom. * Wired Security System * Sprinkler System * Fully Sodded Yard * Landscaping *"
"$339,900 ",5bd,3ba,"3,024 sqft (on 1.40 acres)",13945 Hummingbird Cir,Choctaw,OK,73020,"Incredibly rare, one owner find in Choctaw-NP Schools! 3,000+ sq ft home on 1.40 acres. Very spacious home with a great layout including 5 bedrooms, 3 bathrooms. This is an excellent opportunity in a very aggressive market!! This is a well kept home, ready for your personal touch."
"$484,105 ",4bd,3ba,"2,831 sqft (on 0.79 acres)",5613 Asheville Way,Choctaw,OK,73020,"Sitting on a 0.79 Acre lot, the Camden welcomes you home with an open entry that leads you into a spacious living room with a corner fireplace. This home plan includes a gourmet kitchen that features beautiful cabinetry, a walk-in pantry, granite countertops, and a well-lit breakfast area, with access to the covered patio. One of the unique features of this home plan is a private hallway that leads the way to a den, which can be used as a theater, playroom, or home office. Located on the opposite side of the home, the master suite features high ceilings and a relaxing master bathroom with split vanity sinks, corner soaking tub, separate shower, private toilet area, and huge walk-in closet. The three bedrooms have their own private hallway and two complete bathrooms. Additional highlights include a laundry room, a front porch, and a three-car garage. With over 2,800+ square feet of spacious living our 4 bedroom, 3 bathroom Camden designer home has everything you ever desired and more."
"$200,000 ",5bd,2ba,"1,326 sqft (on 0.32 acres)",14835 Grand St,Choctaw,OK,73020,Large home on 4 city lots. Large fenced in back yard with 2 storage buildings.
"$439,005 ",4bd,3ba,"2,423 sqft",2200 El Cajon St,Edmond,OK,73034,"The Firestone is a 2423 SqFt home with 4 bedrooms a study and a bonus room. The first thing you will notice about this home is its size-able porch that wonderfully compliments the unique shape of this home. When you walk in to this home you are greeted by a marvelous staircase that is sure to make a statement. A charming feature of this home is its delightful built-in breakfast nook with storage. This home is perfect for a growing family because of its four bedrooms that consist of a master suite, a guest suit and two spare bedrooms that are on the second floor."
"$384,900 ",4bd,3ba,"2,235 sqft",1225 Nay Ave,Edmond,OK,73034,"One of the last new homes being built in Birnam Woods is ready for you. This spacious true 4 bedrooms home also includes a study. The private master bathroom features a soaking tub, dual vanities and walk in closet. Another en-suite bedroom with walk in closet is spacious. The additional secondary bedrooms are generous in size. The kitchen features a walk in pantry, eat around island and oversized dining space. Don't wait, make this one your home today!"
"$410,825 ",3bd,3ba,"2,138 sqft",2108 Santa Monica St,Edmond,OK,73034,"This 2,000 plus square foot home is quite the show-stopper and perfect for entertaining both kids and adults. When you walk into this naturally lit home you come into the family room with large windows that give you a beautiful view of your backyard. The kitchen is spacious and this home has an open concept and is one to envy. The bedrooms are all located upstairs so entertaining the adults downstairs and the kids upstairs are perfect. When you walk up the stairs, again you are greeted with natural light shining through the bonus room windows. The hallway upstairs is closed off with double doors so if you are watching a movie in what could be your theater room you will not disturb the other two bedrooms. The spacious master located on the second floor is ideal for someone with small children, that way you are close to them if they need you."
"$459,900 ",4bd,4ba,"2,670 sqft",2208 El Cajon St,Edmond,OK,73034,
"$469,900 ",4bd,4ba,"2,670 sqft",6008 Dale Ave,Edmond,OK,73034,
"$500,000 ",4bd,5ba,"3,558 sqft (on 1.06 acres)",6729 NE Valley Ridge Dr,Edmond,OK,73034,"HUGE Price Reduction! Nestled atop a beautiful hill overlooking this FANTASTIC, quiet neighborhood - country feel inside city limits. Come get away and enjoy the scenic view of the lake while on your porch or sitting under the shade trees. Take a dip in the pool or relax in the jacuzzi. This house boasts 4 bedrooms - 4 and half bathrooms - 2 dining rooms - a downstairs living room - a study - an upstairs game room or theater room. Over 3500 sqft of luxury living - PERFECT for entertaining and hosting family gatherings! Parts of home need some TLC."
"$444,000 ",4bd,3ba,"2,538 sqft",2301 Santa Monica St,Edmond,OK,73034,"This beautiful custom home features a modern farmhouse aesthetic. The kitchen includes granite counter tops, farm sink, tile backsplash, a kitchen island with seating, and a walk-in pantry. This home has a wonderful 3 car garage. The open living features tall ceilings, ample natural light, and a gas-burning fireplace. The large master suite features a private en suite that includes a walk-in shower, Jetta whirlpool tub, dual sinks, and huge master closet. There two additional bedrooms and full bathroom downstairs. Upstairs features a bedroom with a full bathroom, alongside the Bonus Room. Relax on your covered back patio and enjoy the luxury of all of the included amenities the neighborhood has to offer."
"$375,000 ",3bd,3ba,"2,215 sqft",3000 Birchwood Circle,Arcadia,OK,73034,
"$499,900 ",3bd,4ba,"2,614 sqft",1424 Sadie Creek Rd,Edmond,OK,73034,"A transitional tudor exterior greets you in this fresh floor plan in Hidden Creek, located within minutes of I-35 and Danforth. The open floor plan features an over sized living room with wood or gas fireplace, picture windows open to the flex room and kitchen. Entertaining is a dream with an eat around island, hidden pantry and breakfast area. The private primary bedroom features dual vanities, large shower and generous walk in closet. A powder bath is located near the mud room and utility room. The additional bedrooms are en-suite with large closets. Enjoy quiet evenings on the large covered back patio. This home will be complete by the end of the year!"
"$408,840 ",4bd,3ba,"2,450 sqft",2832 Oak Hill Ave,Edmond,OK,73034,"This Hazel Bonus Room offers 2,620 Sq Ft of total living space, which includes 2,400 Sq Ft of indoor living space and 220 Sq Ft of outdoor living space. This beautiful home has 4 bedrooms, 3 full bathrooms, and 3 car garage with storm shelter installed. The main flooring is a gorgeous wood look tile. The beautiful living area has a gorgeous gas fireplace with white stack stone surround to the ceiling, large windows that let in an abundance of natural light, and barndoor that secludes the bedrooms from the rest of the home! The kitchen is open to the living area and has cabinets to the ceiling, backsplash, 3cm quartz countertops, stainless steel sink and appliances. Master bedroom suite has a sloped ceiling detail, dual vanities, Jetta Whirlpool tub, a large walk in shower and master closet with access to the utility room. This home includes Smart Home Tech, whole home air purification, Rinnai Tankless Heater, and R-44 insualtion."
"$193,995 ",3bd,2ba,"1,329 sqft",1021 Blackjack Ln,Mustang,OK,73064,"This brand new neighborhood truly is in a PRIME location approximately .5 mile South of HWY 152 and Sara Rd. That is where just about everything is located: Hospital, Lowes, Walmart, Restaurants, the list goes on! Let us introduce to you The Abingdon floor design. This versatile design features a spacious layout and is perfect for entertaining or just relaxing with friends/family. The covered back patio is a great spot as you make your backyard into your own escape! Our homes are proudly built to a structural integrity that supersedes other builders with enhanced tornado safety features, extremely energy efficient and includes a TANKLESS water heater, Fireguard45 (safety feature), freeze proof exterior water spigots, high quality Uponor Aquapex tubing, the list goes on."
"$342,500 ",3bd,3ba,"2,113 sqft",4809 Hambletonian Ln,Mustang,OK,73064,"Choose your colors now! This fabulous home is under construction. Awesome floor plan - kitchen includes center island, walk-in pantry and is open to the dining and family room. Split bedroom design. Secondary bedrooms are nice size. Primary suite includes ensuite bath and walk-in closet. Study is just off the entry. Buyer to verify all information including schools."
"$189,995 ",3bd,2ba,"1,300 sqft",1029 Blackjack Ln,Mustang,OK,73064,"This brand new neighborhood truly is in a PRIME location approximately .5 mile South of HWY 152 and Sara Rd. That is where just about everything is located: St. Anthony Hospital, Lowes, Walmart, Restaurants, the list goes on! This home is under construction but can be reserved today. Let us introduce to you The Ashton floor design. This top selling design offers versatility, functional, and style! The kitchen features an abundance of storage and countertop space with a nice pantry"
"$381,340 ",4bd,3ba,"2,450 sqft",800 Barajas Ter,Mustang,OK,73064,"This Shiloh Bonus Room floorplan has includes 2,805 Sq Ft of total living space, which includes 2,450 Sq Ft of indoor living space and 355 Sq Ft of outdoor living space. There is also a 610 Sq Ft, three car garage. This home features 4 bedrooms, 3 bathrooms and a bonus room! The living room has a coffered ceiling, stack stone gas fireplace, large windows, and is secluded from 2 bedrooms with barndoor. Master suite offers a sloped ceiling detail, 2 separate master closets, his and hers vanities, corner jetta tub, and huge walk in shower! The kitchen is an absolute dream, it boasts with cabinets to the ceiling, stunning backsplash, built in stainless steel appliances, and 3cm quartz counter tops! Property is fully sodded with in ground sprinklers in the front and backyard! Back patio is great for entertaining, its spacious and has an outdoor fireplace, what more do you need? Other amenities include a Rinnai Tankless water heater, whole home air purification, and R-44 Insulation."
